,Supplier Name,Name,Supplier Mobile,Company Type,O Address,O City,O Street,O State,O Pincode,Kyc Verified,Gstin,manufacturing_process,manufacturing_sub_process,machine_name,id,Maximum Turning Diameter in mm,Maximum Turning Length in mm,Brand,Quantity (No. of Machines),Bed Size - X in mm,Bed Size - Y in mm,No of Axes,Bed Size - Z in mm,Quantity,Swing over bed in mm(Maximum Diameter),Distance between Centres in mm (Maximum Length),Minimum Drill Diameter in mm,Minimum Drill length in mm,Maximum Drill Diameter in mm,Maximum Drill length in mm,Tonnage,Working Length in mm,Type of Gas used,Minimum cutting thickness in mm,Maximum cutting thickness in mm,Strokes per minute (SPM),Coil Feedeer (Yes/No),Layer Thickness in mm,Accuracy,Minimum Tap size in mm,Maximum Tap length in mm,Maximum Tap size in mm,Minimum Tap length in mm,Minimum Opening in inch,Minimum injection pressure in PSI,Maximum Opening in inch,Maximum shot weight in grams,Machine Orientation,Maximum injection pressure in PSI,Maximum Stroke in inch,Capacity in Tonnage,Actuation Type,Clamping Force,Minimum shot weight in grams,Minimum Stroke in inch,Max MS Thickness (O2) in mm,Max SS Thickness (N2) in mm,Max Brass Thickness in mm,Dual Pallet Changer (Yes/No),Max Aluminium Thickness (N2) in mm,Max MS Thickness (N2) in mm,Max Copper Thickness in mm
743,Bisen Aerospace Private Limited,sales@bisenaerospace.com,919901522733,Manufacturer,"BISEN AEROSPACE PRIVATE LIMITED Factory: Plot No. B-116, 3rd Main Road, Peenya 2nd Stage Bangalore - 560058 Karnataka ",Bangalore,"3rd Main Road, Peenya 2nd Stage ",Karnataka,560058,0,29AAKCB5209K1ZD,CNC Machining,Turning,VTL,c0e5cd8d-db0c-495d-aeb1-f53b93e7040f,200.0,500.0,MAZAK QTE 200MY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Bisen Aerospace Private Limited,sales@bisenaerospace.com,919901522733,Manufacturer,"BISEN AEROSPACE PRIVATE LIMITED Factory: Plot No. B-116, 3rd Main Road, Peenya 2nd Stage Bangalore - 560058 Karnataka ",Bangalore,"3rd Main Road, Peenya 2nd Stage ",Karnataka,560058,0,29AAKCB5209K1ZD,CNC Machining,CNC Machining,Vertical Milling Centre,ed90d3fa-0f7d-4f0c-a584-8405e6134221,,,MAZAK 510,1,1050.0,500.0,4,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Bisen Aerospace Private Limited,sales@bisenaerospace.com,919901522733,Manufacturer,"BISEN AEROSPACE PRIVATE LIMITED Factory: Plot No. B-116, 3rd Main Road, Peenya 2nd Stage Bangalore - 560058 Karnataka ",Bangalore,"3rd Main Road, Peenya 2nd Stage ",Karnataka,560058,0,29AAKCB5209K1ZD,CNC Machining,CNC Machining,Vertical Milling Centre,236fd5b3-e0b7-480d-9512-d99a19fa6df6,,,MAZAK 410,1,800.0,400.0,4,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Bisen Aerospace Private Limited,sales@bisenaerospace.com,919901522733,Manufacturer,"BISEN AEROSPACE PRIVATE LIMITED Factory: Plot No. B-116, 3rd Main Road, Peenya 2nd Stage Bangalore - 560058 Karnataka ",Bangalore,"3rd Main Road, Peenya 2nd Stage ",Karnataka,560058,0,29AAKCB5209K1ZD,CNC Machining,Turning,VTL,41b02df1-d4d3-4e26-9d96-25ec56a41bb0,200.0,500.0,TSUGAMI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Geoclid 3D Printing Solutions ,sales@geoclid.co.in,919370106478,Manufacturer,"Office no. 7, Pushpashanti Towers, Near Karve Putala, Kothrud ",Pune,,Maharashtra ,411038,0,27AASFG7244A1ZC,3D Printing,FDM,FDM,d6312107-867d-4d0a-8565-1f599bb841fd,,,Creality,1,220.0,220.0,,250.0,,,,,,,,,,,,,,,,100 micron,,,,,,,,,,,,,,,,,,,,,,,
748,Geoclid 3D Printing Solutions ,sales@geoclid.co.in,919370106478,Manufacturer,"Office no. 7, Pushpashanti Towers, Near Karve Putala, Kothrud ",Pune,,Maharashtra ,411038,0,27AASFG7244A1ZC,3D Printing,FDM,FDM,ed421394-4cf5-4f36-bb66-2db9423aae64,,,Voxelab,1,220.0,220.0,,250.0,,,,,,,,,,,,,,,,200 microns,,,,,,,,,,,,,,,,,,,,,,,
749,Geoclid 3D Printing Solutions ,sales@geoclid.co.in,919370106478,Manufacturer,"Office no. 7, Pushpashanti Towers, Near Karve Putala, Kothrud ",Pune,,Maharashtra ,411038,0,27AASFG7244A1ZC,3D Printing,FDM,FDM,776b1a1f-78b2-4887-9c01-e44e6c9f239e,,,Creality,1,300.0,300.0,,340.0,,,,,,,,,,,,,,,,200 microns,,,,,,,,,,,,,,,,,,,,,,,
750,Geoclid 3D Printing Solutions ,sales@geoclid.co.in,919370106478,Manufacturer,"Office no. 7, Pushpashanti Towers, Near Karve Putala, Kothrud ",Pune,,Maharashtra ,411038,0,27AASFG7244A1ZC,3D Printing,FDM,FDM,6063eee6-7c81-4b4b-9834-e2abc446fb11,,,Huafast,1,300.0,300.0,,300.0,,,,,,,,,,,,,,,,100 microns,,,,,,,,,,,,,,,,,,,,,,,
751,Geoclid 3D Printing Solutions ,sales@geoclid.co.in,919370106478,Manufacturer,"Office no. 7, Pushpashanti Towers, Near Karve Putala, Kothrud ",Pune,,Maharashtra ,411038,0,27AASFG7244A1ZC,3D Printing,FDM,FDM,0bc0eff8-8f03-4fd2-9a81-b36dcc533d6a,,,Creality,1,500.0,500.0,,500.0,,,,,,,,,,,,,,,,100 microns,,,,,,,,,,,,,,,,,,,,,,,
752,Geoclid 3D Printing Solutions ,sales@geoclid.co.in,919370106478,Manufacturer,"Office no. 7, Pushpashanti Towers, Near Karve Putala, Kothrud ",Pune,,Maharashtra ,411038,0,27AASFG7244A1ZC,3D Printing,DLP,DLP,be8831b6-fd63-4a7d-887d-895633426072,,,Elegoo,1,277.8,156.0,,300.0,,,,,,,,,,,,,,,,1.25 micron,,,,,,,,,,,,,,,,,,,,,,,
753,Global unique Engineering,sales@globalunique.in,9148463303,Manufacturing,"Registered Office: No. 47/30, 12th A Cross, Tigalarapalya Main Road, Raghavendra Industrial Estate, Balajinagara,  ",Bangalore,"Peenya 2nd Stage,   Bangalore ",Karnataka,560058,0,29AAOFG3872E1Z2,CNC Machining,CNC Machining,CNC Turning Lathe,28743473-90f1-45a9-8805-705176ef0cee,500.0,1000.0,Joyti ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,Global unique Engineering,sales@globalunique.in,9148463303,Manufacturing,"Registered Office: No. 47/30, 12th A Cross, Tigalarapalya Main Road, Raghavendra Industrial Estate, Balajinagara,  ",Bangalore,"Peenya 2nd Stage,   Bangalore ",Karnataka,560058,0,29AAOFG3872E1Z2,CNC Machining,CNC Machining,Vertical Milling Centre,e2f2214e-abb9-4799-bb2e-3b350310252d,,,manford,1,1200.0,600.0,4,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,Global unique Engineering,sales@globalunique.in,9148463303,Manufacturing,"Registered Office: No. 47/30, 12th A Cross, Tigalarapalya Main Road, Raghavendra Industrial Estate, Balajinagara,  ",Bangalore,"Peenya 2nd Stage,   Bangalore ",Karnataka,560058,0,29AAOFG3872E1Z2,Sheet Metal,Cutting,Laser Cutting,07eaa44e-cc6a-48ff-9864-0bff19847199,,,mehtha,1,3000.0,1500.0,,,,,,,,,,,,nitrogen,0.3,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Global unique Engineering,sales@globalunique.in,9148463303,Manufacturing,"Registered Office: No. 47/30, 12th A Cross, Tigalarapalya Main Road, Raghavendra Industrial Estate, Balajinagara,  ",Bangalore,"Peenya 2nd Stage,   Bangalore ",Karnataka,560058,0,29AAOFG3872E1Z2,CNC Machining,CNC Machining,Vertical Milling Centre,e9b869bc-b6d7-4881-9638-dd1d664954db,,,jyoti,2,1000.0,600.0,3,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,Global unique Engineering,sales@globalunique.in,9148463303,Manufacturing,"Registered Office: No. 47/30, 12th A Cross, Tigalarapalya Main Road, Raghavendra Industrial Estate, Balajinagara,  ",Bangalore,"Peenya 2nd Stage,   Bangalore ",Karnataka,560058,0,29AAOFG3872E1Z2,Fabrication,Fabrication,TIG,9800051b-291d-4aa7-a0b9-703185be893c,,,classic,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,Global unique Engineering,sales@globalunique.in,9148463303,Manufacturing,"Registered Office: No. 47/30, 12th A Cross, Tigalarapalya Main Road, Raghavendra Industrial Estate, Balajinagara,  ",Bangalore,"Peenya 2nd Stage,   Bangalore ",Karnataka,560058,0,29AAOFG3872E1Z2,Fabrication,Fabrication,CO2,d5ef84c0-3cf7-4082-8210-8cb4d640ab7f,,,classic,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,"#6/3 , 20 A, 1ST CROSS, 1ST STAGE PEENYA ,BANGALORE",sales@hemangindustries.com,918951152210,,,,,,,0,29AAGCH6208N1Z4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,INDUSTRIAL ENGINEERING WORKS,sales@itafasteners.com,919884626338,,,,,,,0,33ABGPH2644J1ZU,Forging,Forging,Up Stroke,9957a883-413e-46ec-93b5-f5b1f0391e9c,,,RATTAN,1,300.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,
761,INDUSTRIAL ENGINEERING WORKS,sales@itafasteners.com,919884626338,,,,,,,0,33ABGPH2644J1ZU,CNC Machining,CNC Machining,CNC Turning Lathe,a21229d9-7b8e-499f-a8df-d1ac1f6ce8b3,300.0,600.0,ACE MICROMATIC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,INDUSTRIAL ENGINEERING WORKS,sales@itafasteners.com,919884626338,,,,,,,0,33ABGPH2644J1ZU,CNC Machining,CNC Machining,CNC Turning Lathe,6787eb00-ea8d-4dce-a2e3-999ec176ab76,250.0,350.0,ACE MICROMATIC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,INDUSTRIAL ENGINEERING WORKS,sales@itafasteners.com,919884626338,,,,,,,0,33ABGPH2644J1ZU,Forging,Forging,Trimming Machine,b25eca4e-2f8d-4bec-8e88-ab2f0db2d083,,,RATTAN HAMMERS,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,INDUSTRIAL ENGINEERING WORKS,sales@itafasteners.com,919884626338,,,,,,,0,33ABGPH2644J1ZU,CNC Machining,Drilling,Pillar Type Drilling,3f11a3dd-c4a4-4433-9f06-2527875f47db,,,MAKWANA,1,,,,,,,,6.0,6.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,INDUSTRIAL ENGINEERING WORKS,sales@itafasteners.com,919884626338,,,,,,,0,33ABGPH2644J1ZU,Sheet Metal,Sheet Metal,Bandsaw Machine,ac614383-3297-4591-805d-16888ae5e770,,,KRISHAN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,INDUSTRIAL ENGINEERING WORKS,sales@itafasteners.com,919884626338,,,,,,,0,33ABGPH2644J1ZU,CNC Machining,Grinding,Centerless Grinding,4a2977d0-6f83-4dae-a279-16633703b4c4,,,BHAGWANSONS,1,75.0,75.0,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,INDUSTRIAL ENGINEERING WORKS,sales@itafasteners.com,919884626338,,,,,,,0,33ABGPH2644J1ZU,CNC Machining,Turning,Conventional Lathe,534c7e9f-bf32-4729-865e-b4a5ca787248,250.0,200.0,ACME,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,INDUSTRIAL ENGINEERING WORKS,sales@itafasteners.com,919884626338,,,,,,,0,33ABGPH2644J1ZU,CNC Machining,Turning,Conventional Lathe,e1408a52-6e4b-413d-a7f7-cd21bd58bc55,350.0,500.0,NEW BHARAT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,INDUSTRIAL ENGINEERING WORKS,sales@itafasteners.com,919884626338,,,,,,,0,33ABGPH2644J1ZU,CNC Machining,CNC Machining,CNC Sliding Traube,9a092e3e-004f-4e04-aadb-26e41b04d64c,32.0,100.0,PMT MACHINES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,Nk industries,sales@kpsunindustries.in,919998867543,Manufacturer,xyz,bhavanagar,bhavanagar,gujarat,364004,0,,CNC Machining,Turning,Conventional Lathe,6659437a-6421-43e3-a1da-e3de63be14a5,200.0,400.0,ace micromatic,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,Nk industries,sales@kpsunindustries.in,919998867543,Manufacturer,xyz,bhavanagar,bhavanagar,gujarat,364004,0,,CNC Machining,CNC Machining,Vertical Milling Centre,7f561c55-9866-422d-9310-09586b098eb7,,,bfw,5,400.0,500.0,4,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Lohatec Precision Private Limtied,sales@lohatec.com,+919513666371,Manufacturer,"2-331/3, Nithyananda Nagar, Deralakatte,",Mangalore,"2-331/3, Nithyananda Nagar, Deralakatte,",Karnataka,575018,0,29AAECL0426C1ZX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Metsmith Innovations Pvt. Ltd.,sales@metsmith.com,8296797774,Manufacturer,"#128, 6th Main, Bommasandra Industrial Area, Hosur Main Road (Next to RNS Motors)",Bangalore,Jigani - Bommasandra Link Road,Karnataka,560099,0,29AADCJ1483C1ZP,Sheet Metal,Sheet Metal,CNC Press Break (Bending),5b5e5e8a-5b98-4b45-be29-0219203092a2,,,Hindustan Hydraulics,2,,,,,,,,,,,,100,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,Metsmith Innovations Pvt. Ltd.,sales@metsmith.com,8296797774,Manufacturer,"#128, 6th Main, Bommasandra Industrial Area, Hosur Main Road (Next to RNS Motors)",Bangalore,Jigani - Bommasandra Link Road,Karnataka,560099,0,29AADCJ1483C1ZP,Sheet Metal,Sheet Metal,Hydraulic Press Machine,b1a39308-0392-4d01-a781-71ce71608cb5,,,DVL,1,,,,,,,,,,,,100,,,,,45,No,,,,,,,,,,,,,,,,,,,,,,,,,
775,Metsmith Innovations Pvt. Ltd.,sales@metsmith.com,8296797774,Manufacturer,"#128, 6th Main, Bommasandra Industrial Area, Hosur Main Road (Next to RNS Motors)",Bangalore,Jigani - Bommasandra Link Road,Karnataka,560099,0,29AADCJ1483C1ZP,Sheet Metal,Sheet Metal,Hydraulic Press Machine,d9ac04f5-b862-4a30-9279-19dfa933aaeb,,,Digvijay,1,,,,,,,,,,,,50,,,,,50,No,,,,,,,,,,,,,,,,,,,,,,,,,
776,Metsmith Innovations Pvt. Ltd.,sales@metsmith.com,8296797774,Manufacturer,"#128, 6th Main, Bommasandra Industrial Area, Hosur Main Road (Next to RNS Motors)",Bangalore,Jigani - Bommasandra Link Road,Karnataka,560099,0,29AADCJ1483C1ZP,Fabrication,Fabrication,TIG,b5dec4f3-9909-404f-a95b-e15e52972f42,,,Kirpekar,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,Metsmith Innovations Pvt. Ltd.,sales@metsmith.com,8296797774,Manufacturer,"#128, 6th Main, Bommasandra Industrial Area, Hosur Main Road (Next to RNS Motors)",Bangalore,Jigani - Bommasandra Link Road,Karnataka,560099,0,29AADCJ1483C1ZP,Fabrication,Fabrication,CO2,19dc0df5-1778-47cd-b9b1-4f668f0c66b5,,,Mogora,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,Metsmith Innovations Pvt. Ltd.,sales@metsmith.com,8296797774,Manufacturer,"#128, 6th Main, Bommasandra Industrial Area, Hosur Main Road (Next to RNS Motors)",Bangalore,Jigani - Bommasandra Link Road,Karnataka,560099,0,29AADCJ1483C1ZP,Sheet Metal,Cutting,Laser Cutting,07503e26-bf4a-41c4-a808-7c47bec18e83,,,SIL FL,2,2000.0,1250.0,,,,,,,,,,,,Oxygen,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,Metsmith Innovations Pvt. Ltd.,sales@metsmith.com,8296797774,Manufacturer,"#128, 6th Main, Bommasandra Industrial Area, Hosur Main Road (Next to RNS Motors)",Bangalore,Jigani - Bommasandra Link Road,Karnataka,560099,0,29AADCJ1483C1ZP,Fabrication,Fabrication,TIG,8ecc615e-a631-4d87-8133-0333dbfcbc58,,,Robotic Welding Arm (1.4m Radius; 10Kg Payload),2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,Metsmith Innovations Pvt. Ltd.,sales@metsmith.com,8296797774,Manufacturer,"#128, 6th Main, Bommasandra Industrial Area, Hosur Main Road (Next to RNS Motors)",Bangalore,Jigani - Bommasandra Link Road,Karnataka,560099,0,29AADCJ1483C1ZP,Sheet Metal,Sheet Metal,Bandsaw Machine,d916a1c7-2947-4425-ab2b-a3417af9af6d,,,Falcon Hydro,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,Metsmith Innovations Pvt. Ltd.,sales@metsmith.com,8296797774,Manufacturer,"#128, 6th Main, Bommasandra Industrial Area, Hosur Main Road (Next to RNS Motors)",Bangalore,Jigani - Bommasandra Link Road,Karnataka,560099,0,29AADCJ1483C1ZP,Sheet Metal,Sheet Metal,CNC Press Break (Bending),01807a6d-63da-4398-8f3c-f8ccbc604998,,,Muratec CNC Turret Punch Press,1,,,,,,,,,,,,20,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,SELTEN AEROSPACE,sales@seltenaerospace.com,9008281018,Manufacturimg and servce,"30, 7th cross, Manjunath park road, Peenya, Bengaluru",Bengaluru,Manjunath park road,Karnataka,560058,0,29FMUPP9855B1Z3,CNC Machining,CNC Machining,CNC Turning,d0fca153-d232-4aba-96b6-170b811b0d52,,,LML,,,,3,,2,300.0,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,SELTEN AEROSPACE,sales@seltenaerospace.com,9008281018,Manufacturimg and servce,"30, 7th cross, Manjunath park road, Peenya, Bengaluru",Bengaluru,Manjunath park road,Karnataka,560058,0,29FMUPP9855B1Z3,CNC Machining,CNC Machining,Vertical Milling Centre,06b1f8d3-90eb-459f-a208-9e0a03808b0c,,,JYOTHI,,500.0,400.0,3,400.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,Spac Precision Pvt. Ltd,sales@spacprecision.com,9810408031,Manufacturer,"16/4, Mathura Road, Faridabad",Faridabad,,Haryana,121004,0,06AASCS9408D1Z2,Sheet Metal,Sheet Metal,Pneumatic Press Machine,a9cf50ff-854f-4809-82e4-a00a9334cc39,,,OKK,1,,,,,,,,,,,,315,,,,,16,No,,,,,,,,,,,,,,,,,,,,,,,,,
785,Spac Precision Pvt. Ltd,sales@spacprecision.com,9810408031,Manufacturer,"16/4, Mathura Road, Faridabad",Faridabad,,Haryana,121004,0,06AASCS9408D1Z2,Sheet Metal,Sheet Metal,Pneumatic Press Machine,3e996bef-948c-4ff2-bedb-db81f78d8a12,,,SEW,3,,,,,,,,,,,,80,,,,,50,No,,,,,,,,,,,,,,,,,,,,,,,,,
786,Spac Precision Pvt. Ltd,sales@spacprecision.com,9810408031,Manufacturer,"16/4, Mathura Road, Faridabad",Faridabad,,Haryana,121004,0,06AASCS9408D1Z2,Sheet Metal,Sheet Metal,Pneumatic Press Machine,4f4a51e7-d2e9-42c9-90c2-ca38b094a363,,,"Press Master, HMT",4,,,,,,,,,,,,160,,,,,28,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
787,Spac Precision Pvt. Ltd,sales@spacprecision.com,9810408031,Manufacturer,"16/4, Mathura Road, Faridabad",Faridabad,,Haryana,121004,0,06AASCS9408D1Z2,Sheet Metal,Sheet Metal,Pneumatic Press Machine,f1062132-873b-4ce7-bdbb-2a0ad7d6e003,,,"AMADA, AAIDA",4,,,,,,,,,,,,60,,,,,60,No,,,,,,,,,,,,,,,,,,,,,,,,,
788,Spac Precision Pvt. Ltd,sales@spacprecision.com,9810408031,Manufacturer,"16/4, Mathura Road, Faridabad",Faridabad,,Haryana,121004,0,06AASCS9408D1Z2,Sheet Metal,Sheet Metal,Pneumatic Press Machine,c23e172a-6893-4dd5-ad98-13d3bc95b455,,,"SEW, Balaji",8,,,,,,,,,,,,110,,,,,40,No,,,,,,,,,,,,,,,,,,,,,,,,,
789,Spac Precision Pvt. Ltd,sales@spacprecision.com,9810408031,Manufacturer,"16/4, Mathura Road, Faridabad",Faridabad,,Haryana,121004,0,06AASCS9408D1Z2,Sheet Metal,Sheet Metal,Pneumatic Press Machine,59bb65f7-cf78-49cb-b168-83303af75a64,,,Manelli,3,,,,,,,,,,,,80,,,,,60,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
790,Spac Precision Pvt. Ltd,sales@spacprecision.com,9810408031,Manufacturer,"16/4, Mathura Road, Faridabad",Faridabad,,Haryana,121004,0,06AASCS9408D1Z2,Sheet Metal,Sheet Metal,Pneumatic Press Machine,b39a7a1f-a25c-403f-a987-9b440388cf2d,,,AAIDA,1,,,,,,,,,,,,200,,,,,25,No,,,,,,,,,,,,,,,,,,,,,,,,,
791,Spac Precision Pvt. Ltd,sales@spacprecision.com,9810408031,Manufacturer,"16/4, Mathura Road, Faridabad",Faridabad,,Haryana,121004,0,06AASCS9408D1Z2,Sheet Metal,Sheet Metal,Pneumatic Press Machine,e3b5df72-a07b-4902-8e89-9ce7d9e79e43,,,UBITech,1,,,,,,,,,,,,200,,,,,25,No,,,,,,,,,,,,,,,,,,,,,,,,,
792,Spac Precision Pvt. Ltd,sales@spacprecision.com,9810408031,Manufacturer,"16/4, Mathura Road, Faridabad",Faridabad,,Haryana,121004,0,06AASCS9408D1Z2,Sheet Metal,Sheet Metal,Pneumatic Press Machine,bd57838d-2a68-4ca2-b9e7-09c8cc5d8ce3,,,Press Master,2,,,,,,,,,,,,160,,,,,35,No,,,,,,,,,,,,,,,,,,,,,,,,,
793,Spac Precision Pvt. Ltd,sales@spacprecision.com,9810408031,Manufacturer,"16/4, Mathura Road, Faridabad",Faridabad,,Haryana,121004,0,06AASCS9408D1Z2,Sheet Metal,Sheet Metal,Pneumatic Press Machine,02065f57-4e04-4ba7-97e4-aca7afa063f5,,,Komatsu,1,,,,,,,,,,,,80,,,,,45,No,,,,,,,,,,,,,,,,,,,,,,,,,
794,Spac Precision Pvt. Ltd,sales@spacprecision.com,9810408031,Manufacturer,"16/4, Mathura Road, Faridabad",Faridabad,,Haryana,121004,0,06AASCS9408D1Z2,Sheet Metal,Sheet Metal,Pneumatic Press Machine,fc508073-8fc1-4567-88e7-3d1fa280144a,,,AMETEEP,4,,,,,,,,,,,,110,,,,,35,No,,,,,,,,,,,,,,,,,,,,,,,,,
795,Spac Precision Pvt. Ltd,sales@spacprecision.com,9810408031,Manufacturer,"16/4, Mathura Road, Faridabad",Faridabad,,Haryana,121004,0,06AASCS9408D1Z2,Fabrication,Fabrication,CO2,a7b6e52b-909a-4743-b459-25d779a3f88e,,,Mogra,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,Spac Precision Pvt. Ltd,sales@spacprecision.com,9810408031,Manufacturer,"16/4, Mathura Road, Faridabad",Faridabad,,Haryana,121004,0,06AASCS9408D1Z2,Fabrication,Fabrication,CO2,91772ebb-38be-4d2e-91dc-0e52fa805ad5,,,ESSAB,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,Spac Precision Pvt. Ltd,sales@spacprecision.com,9810408031,Manufacturer,"16/4, Mathura Road, Faridabad",Faridabad,,Haryana,121004,0,06AASCS9408D1Z2,Fabrication,Fabrication,TIG,a4def705-0076-4bf4-ba65-ecdc1d2a0474,,,Panasonic,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,Spac Precision Pvt. Ltd,sales@spacprecision.com,9810408031,Manufacturer,"16/4, Mathura Road, Faridabad",Faridabad,,Haryana,121004,0,06AASCS9408D1Z2,Fabrication,Fabrication,TIG,4ece3d8a-56a0-465c-bafc-6b4fbcb0447f,,,Mogra,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,Sun Castings,sales@suncastings.com,+919886403656,Manufacturer,"48-A-1,Doddaballapura Industrial Area Yellupura, Doddaballapura (T)",Bangalore,,Karnataka,561203,0,29AAZFS2780A1ZQ,Casting,Casting,Automatic Cold Chamber Pressure die casting,bfea2c28-39f3-4e49-9d1c-06ee3ec2049c,,,TOYO,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,"Dongguan Start Precision Technology Co., Ltd.",sales03@startmould.com,008615229839973,Manufacturer,"No. 277, Zhen'an Zhong Road, Chang'an",Dongguan,Shatou,Guangdong,523846,0,,CNC Machining,CNC Machining,Vertical Milling Centre,3b5f70ea-e16d-41b0-840e-f6b218bbcd85,,,Mazak,10,1060.0,510.0,3,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,"Dongguan Start Precision Technology Co., Ltd.",sales03@startmould.com,008615229839973,Manufacturer,"No. 277, Zhen'an Zhong Road, Chang'an",Dongguan,Shatou,Guangdong,523846,0,,CNC Machining,EDM,Wirecutting,b92147bb-d2b1-46ea-9f81-412d2c4e43a6,,,Sodick,5,320.0,200.0,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,"Dongguan Start Precision Technology Co., Ltd.",sales03@startmould.com,008615229839973,Manufacturer,"No. 277, Zhen'an Zhong Road, Chang'an",Dongguan,Shatou,Guangdong,523846,0,,CNC Machining,CNC Machining,Vertical Milling Centre,83c3c5df-4ccc-46ca-8786-eacae13e7ad8,,,DMG,1,750.0,600.0,5,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,"Dongguan Start Precision Technology Co., Ltd.",sales03@startmould.com,008615229839973,Manufacturer,"No. 277, Zhen'an Zhong Road, Chang'an",Dongguan,Shatou,Guangdong,523846,0,,CNC Machining,Grinding,Surface Grinding,55a008cf-5c5c-4253-835c-c494e8bf05c5,,,MICCO,5,365.0,175.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,"Dongguan Start Precision Technology Co., Ltd.",sales03@startmould.com,008615229839973,Manufacturer,"No. 277, Zhen'an Zhong Road, Chang'an",Dongguan,Shatou,Guangdong,523846,0,,CNC Machining,Grinding,Cylindrical Grinding,409751e7-31c2-4b3b-b8b2-a067bcd9f277,,,Glory,2,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,"Dongguan Start Precision Technology Co., Ltd.",sales03@startmould.com,008615229839973,Manufacturer,"No. 277, Zhen'an Zhong Road, Chang'an",Dongguan,Shatou,Guangdong,523846,0,,CNC Machining,Grinding,Centerless Grinding,855fce91-ee37-4356-b388-8131cea78388,,,Glory,2,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
